"movie_name";"video_name";"video_id";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26"
"Cloud Atlas";"Cloud Atlas Extended Trailer #1 (2012) - Tom Hanks, Halle Berry, Wachowski Movie HD";"hWnAqFyaQ5s";2012;7.5;2.35;"Drama|Sci-Fi";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"Ice Age";"Ice Age: Collision Course Official Trailer #2 (2016) - Ray Romano, John Leguizamo Animated Movie HD";"HyLquKn3Swc";2002;7.6;1.85;"Adventure|Animation|Comedy|Family";0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Warrior";"Warrior (2011) Movie Trailer HD";"I5kzcwcQA1Q";2011;8.2;2.35;"Drama|Sport";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"Real Steel";"Real Steel Featurette Trailer (2011) HD Movie";"i6g2aVqay5k";2011;7.1;2.35;"Action|Drama|Sci-Fi|Sport";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
"The Wolf of Wall Street";"The Wolf of Wall Street Official Trailer #1 (2013) - Martin Scorsese, Leonardo DiCaprio Movie HD";"idAVRvQeYAE";2013;8.2;2.35;"Biography|Comedy|Crime|Drama";0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Ant-Man";"Ant-Man Official Teaser Trailer #1 (2015) - Paul Rudd Marvel Movie HD";"IEVE3KSKQ0o";2015;7.4;1.85;"Action|Adventure|Comedy|Sci-Fi";1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"American Wedding";"American Wedding (Unrated) - Trailer";"iExiARrzfuY";2003;6.3;2.35;"Comedy|Romance";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"The Lincoln Lawyer";"The Lincoln Lawyer (2011) - Official Trailer #1";"IFwE3UgCMIk";2011;7.3;2.35;"Crime|Drama|Thriller";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"Django Unchained";"DJANGO UNCHAINED - Official International Trailer";"_iH0UBYDI4g";2012;8.5;2.35;"Drama|Western";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"Boyhood";"Boyhood Official Trailer #1 (2014) - Richard Linklater, Ethan Hawke Movie HD";"IiDztHS3Wos";2014;8;1.85;"Drama";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Evil Dead";"Evil Dead Official Full-Length Red Band Trailer #1 (2013) - Horror Movie HD";"Im6koyYDwcA";2013;6.5;2.35;"Horror";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"The Illusionist";"Now You See Me 2 Official Teaser Trailer #1 (2015) - Woody Harrelson, Daniel Radcliffe Movie HD";"InqU8CLwbPg";2006;7.6;1.85;"Drama|Mystery|Romance|Thriller";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0
"Shrek";"Shrek the Third - Trailer";"InR865IDDjU";2001;7.9;1.85;"Adventure|Animation|Comedy|Family|Fantasy";0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"Shrek the Third";"Shrek the Third - Trailer";"InR865IDDjU";2007;6.1;1.85;"Adventure|Animation|Comedy|Family|Fantasy";0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"The Departed";"The Departed (2005) Official Trailer - Matt Damon, Jack Nicholson Movie HD";"iojhqm0JTW4";2006;8.5;2.35;"Crime|Drama|Thriller";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"The Expendables 2";"The Expendables 2 (2012) - Official Trailer #1";"ip_CYHdyUBs";2012;6.7;2.35;"Action|Adventure|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"I Am Sam";"I Am Sam (2001) Official Trailer #1 - Sean Penn, Michelle Pfeiffer Drama";"ir6_2EkhzAc";2001;7.6;1.85;"Drama";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Collateral";"Collateral Beauty Official Trailer 1 (2016) - Will Smith Movie";"isQ5Ycie73U";2004;7.6;2.35;"Crime|Drama|Thriller";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"Wild Wild West";"Wild Wild West (1999) Official Trailer - Will Smith, Salma Hayek Movie HD";"It89i3W-v4s";1999;4.8;1.85;"Action|Comedy|Sci-Fi|Western";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Spring Breakers";"Spring Breakers Official International Trailer #1 (2013) - James Franco Movie HD";"itbysn3yUKI";2012;5.3;2.35;"Crime|Drama";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"The Hobbit: The Battle of the Five Armies";"The Hobbit: The Battle of the Five Armies - Official Main Trailer [HD]";"iVAgTiBrrDA";2014;7.5;2.35;"Adventure|Fantasy";0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"The Fugitive";"The Fugitive Trailer 1993";"IVORKoTsilg";1993;7.8;1.85;"Action|Adventure|Crime|Drama|Mystery|Thriller";1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
"Desperado";"Desperado Trailer 1995";"IVpcfdOq6A8";1995;7.2;1.85;"Action|Crime|Thriller";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Antz";"Antz - Trailer";"iX_qRwVXWYQ";1998;6.6;1.85;"Adventure|Animation|Comedy|Family";0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Changeling";"Changeling - Trailer";"J06p7-jtmlc";2008;7.8;2.35;"Crime|Drama|Mystery|Thriller";0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
"50/50";"Fifty Shades of Black Official Trailer #1 (2016) - Jane Seymour, Marlon Wayans Movie HD";"J1pOTTcdRO8";2011;7.7;1.85;"Comedy|Drama|Romance";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"Due Date";"Due Date (2010) - Official Trailer - Robert Downey Jr, Zach Galifianakis Movie HD";"j5JImMxTwMI";2010;6.6;2.35;"Comedy|Drama";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dawn of the Dead";"Dawn of the Dead (2004) Official Trailer - Sarah Polley, Ty Burrell Horror Remake HD";"j69OPw9nFHw";2004;7.4;2.35;"Action|Horror|Thriller";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
"Sherlock Holmes";"Sherlock Holmes (2009) Official Trailer #1 - Robert Downey Jr., Jude Law Movie HD";"J7nJksXDBWc";2009;7.6;1.85;"Action|Adventure|Crime|Mystery|Thriller";1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
"47 Ronin";"47 Ronin Official Trailer #1 (2013) - Keanu Reeves, Rinko Kikuchi Movie HD";"j8cKdDkkIYY";2013;6.3;2.35;"Action|Adventure|Drama|Fantasy";1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
"Ronin";"47 Ronin Official Trailer #1 (2013) - Keanu Reeves, Rinko Kikuchi Movie HD";"j8cKdDkkIYY";1998;7.3;2.35;"Action|Adventure|Crime|Thriller";1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Toy Story";"Toy Story 3: Trailer";"JcpWXaA2qeg";1995;8.3;1.85;"Adventure|Animation|Comedy|Family|Fantasy";0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"Toy Story 3";"Toy Story 3: Trailer";"JcpWXaA2qeg";2010;8.3;1.85;"Adventure|Animation|Comedy|Family|Fantasy";0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"Casino";"Casino Official Trailer #1 - Robert De Niro Movie (1995) HD";"j-D0QiMpGKc";1995;8.2;2.35;"Biography|Crime|Drama";0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Apocalypse Now";"X-Men: Apocalypse | Final Trailer [HD] | 20th Century FOX";"Jer8XjMrUB4";1979;8.5;2.35;"Drama|War";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"X-Men";"X-Men: Apocalypse | Final Trailer [HD] | 20th Century FOX";"Jer8XjMrUB4";2000;7.4;2.35;"Action|Adventure|Sci-Fi";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"X-Men: Apocalypse";"X-Men: Apocalypse | Final Trailer [HD] | 20th Century FOX";"Jer8XjMrUB4";2016;7.3;2.35;"Action|Adventure|Sci-Fi";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"The Jungle Book";"The Jungle Book Official Diamond Edition Blu-ray Trailer (2013) - Disney Movie HD";"JFsGn_JwzCc";2016;7.8;1.85;"Adventure|Drama|Family|Fantasy";0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
"Knight and Day";"Knight and Day | Official Trailer (HD) | 20th Century FOX";"JGPl86DBNNs";2010;6.3;2.35;"Action|Comedy|Romance";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"Thor";"Thor: The Dark World Official Trailer #1 (2013) - Chris Hemsworth, Natalie Portman Movie HD";"jHFhZLJajlc";2011;7;2.35;"Action|Adventure|Fantasy";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"Thor: The Dark World";"Thor: The Dark World Official Trailer #1 (2013) - Chris Hemsworth, Natalie Portman Movie HD";"jHFhZLJajlc";2013;7.1;2.35;"Action|Adventure|Fantasy";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"War of the Worlds";"War of the Worlds Goliath Official Trailer #1 (2014) - Animated Sci-Fi Movie HD";"JHKVnfizUHk";2005;6.5;1.85;"Adventure|Sci-Fi|Thriller";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"Non-Stop";"Non-Stop Official Trailer #1 (2014) - Liam Neeson Thriller HD";"jiHDJ19A3dk";2014;7;2.35;"Action|Mystery|Thriller";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
"The Internship";"The Internship Official Trailer #2 (2013) - Vince Vaughn, Owen Wilson Comedy HD";"jir62_ptloI";2013;6.3;2.35;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"The Lone Ranger";"The Lone Ranger Official Trailer #2 (2012) - Johnny Depp Movie HD";"JjFsNSoDZK8";2013;6.5;2.35;"Action|Adventure|Western";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Terminator Genisys";"Terminator: Genisys Official Trailer #2 (2015) - Arnold Schwarzenegger Movie HD";"jNU_jrPxs-0";2015;6.6;2.35;"Action|Adventure|Sci-Fi";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"The Terminator";"Terminator: Genisys Official Trailer #2 (2015) - Arnold Schwarzenegger Movie HD";"jNU_jrPxs-0";1984;8.1;1.85;"Action|Sci-Fi";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Star Wars: Episode V - The Empire Strikes Back";"Star Wars Episode V: The Empire Strikes Back - Trailer";"JNwNXF9Y6kY";1980;8.8;2.35;"Action|Adventure|Fantasy|Sci-Fi";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"Cube";"Fist Fight Official Trailer 1 (2017) - Ice Cube Movie";"-jpwxh_tQmU";1997;7.3;1.85;"Mystery|Sci-Fi|Thriller";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
"I, Robot";"Morgan | Robots React to the Morgan Trailer [HD] | 20th Century FOX";"JqS8DVPiV0E";2004;7.1;2.35;"Action|Mystery|Sci-Fi|Thriller";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
"Anchorman 2: The Legend Continues";"Anchorman 2: The Legend Continues Official Trailer #1 (2013) - Will Ferrell Movie HD";"JRC80uIV0oE";2013;6.3;2.35;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Seven Psychopaths";"Seven Psychopaths Official Trailer #1 (2012) - Christopher Walken, Sam Rockwell Movie HD";"jsHR77oQKEY";2012;7.2;2.35;"Comedy|Crime";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Cape Fear";"Cape Fear (1991) - Trailer";"jsXIpnMRu88";1991;7.3;2.35;"Crime|Thriller";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Taken 3";"TAKEN 3 | Official Trailer [HD] | 20th Century FOX";"JuU0M2xBasc";2014;6;2.35;"Action|Thriller";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"The Other Woman";"The Other Woman Official Trailer #1 (2014) - Nicki Minaj Comedy Movie HD";"juxTC7hYGTE";2014;6;2.35;"Comedy|Romance";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"Ray";"Ray (2004) Official Trailer - Jamie Foxx, Kerry Washington Movie HD";"jVHCQfcugdw";2004;7.7;1.85;"Biography|Drama|Music";0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
"Syriana";"Syriana (2005) Official Trailer - George Clooney, Matt Damon Movie HD";"JvTni7Nggi0";2005;7;2.35;"Drama|Thriller";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"3:10 to Yuma";"3:10 To Yuma (2007) Official Trailer #1 - Russell Crowe, Christian Bale Movie";"jX1m45CwvJ8";2007;7.8;2.35;"Adventure|Crime|Drama|Western";0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"Harry Potter and the Half-Blood Prince";"Harry Potter and The Half Blood Prince Trailer #4";"JYLdTuL9Wjw";2009;7.5;2.35;"Adventure|Family|Fantasy|Mystery";0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
"Vanilla Sky";"Vanilla Sky (2001) Official Trailer # 1 - Tom Cruise HD";"k09OX40NLUw";2001;6.9;1.85;"Fantasy|Mystery|Romance|Sci-Fi|Thriller";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0
"The Patriot";"The Patriot Trailer 1986";"K0AD_tHOLd0";2000;7.1;2.35;"Action|Drama|History|War";1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
"The Purge";"The Purge Official Trailer #1 (2013) - Ethan Hawke, Lena Headey Thriller HD";"K0LLaybEuzA";2013;5.7;2.35;"Horror|Sci-Fi|Thriller";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
"Juno";"JUNO Trailer";"K0SKf0K3bxg";2007;7.5;1.85;"Comedy|Drama|Romance";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"The Conjuring";"The Conjuring - Official Main Trailer [HD]";"k10ETZ41q5o";2013;7.5;2.35;"Horror|Mystery|Thriller";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
"A Walk to Remember";"A Walk to Remember (2002) Official Trailer #1 - Mandy Moore Movie HD";"k3B2XBcp7vA";2002;7.4;2.35;"Drama|Romance";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"Forgetting Sarah Marshall";"Forgetting Sarah Marshall Official Trailer #1 - Jason Segel, Mila Kunis Movie (2008) HD";"K4xD8ZMdJms";2008;7.2;1.85;"Comedy|Drama|Romance";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"The Holiday";"The Best Man Holiday Official Trailer #1 (2013) - Taye Diggs Movie HD";"k6iNiJivOOQ";2006;6.9;1.85;"Comedy|Romance";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"When Harry Met Sally...";"When Harry Met Sally... Official Trailer #1 - Billy Crystal Movie (1989) HD";"k7utaa1Ify4";1989;7.6;1.85;"Comedy|Drama|Romance";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"Mean Girls";"Mean Girls - Trailer";"KAOmTMCtGkI";2004;7;1.85;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Drive";"Drive - Movie Trailer (2011) HD";"KBiOF3y1W0Y";2011;7.8;2.35;"Crime|Drama";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sinister";"Sinister Official Trailer #1 (2012) - Ethan Hawke Horror Movie HD";"_kbQAJR9YWQ";2012;6.8;2.35;"Horror|Mystery";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"The Count of Monte Cristo";"The Count Of Monte Cristo Trailer 1975";"kf_6_nqQ6gI";2002;7.7;1.85;"Action|Adventure|Drama|Romance|Thriller";1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
"Spaceballs";"Spaceballs Official Trailer #1 - Bill Pullman Movie (1987) HD";"kGIM_yNzeUo";1987;7.1;1.85;"Adventure|Comedy|Sci-Fi";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"The Green Mile";"The Green Mile (1999) Official Trailer - Tom Hanks Movie HD";"Ki4haFrqSrw";1999;8.5;1.85;"Crime|Drama|Fantasy|Mystery";0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0
"Neighbors";"Neighbors Official Trailer #3 (2014) - Zac Efron, Seth Rogen Movie HD";"kL5c2szf3E4";2014;6.4;2.35;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Paul";"Paul - Trailer";"kMsqHqKaFlQ";2011;7;2.35;"Adventure|Comedy|Sci-Fi";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Easy A";"Official Easy A Trailer  - In Theaters 9/17";"KNbPnqyvItk";2010;7.1;1.85;"Comedy|Romance";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"X-Men 2";"X2 | #TBT Trailer | 20th Century FOX";"KNIdceH7XOw";2003;7.5;2.35;"Action|Adventure|Fantasy|Sci-Fi|Thriller";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0
"Inglourious Basterds";"Inglourious Basterds Official Trailer #1 - Brad Pitt Movie (2009) HD";"KnrRy6kSFF0";2009;8.3;2.35;"Adventure|Drama|War";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"Hot Fuzz";"Hot Fuzz - Trailer";"KOddZELDPmk";2007;7.9;2.35;"Action|Comedy|Mystery";1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"We Bought a Zoo";"We Bought A Zoo | Trailer | 20th Century FOX";"Krh1koDU2uE";2011;7.1;1.85;"Comedy|Drama|Family";0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"Apollo 13";"Apollo 13 Official Trailer #1 - Tom Hanks Movie (1995) HD";"KtEIMC58sZo";1995;7.6;2.35;"Adventure|Drama|History";0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"The Hunt for Red October";"The Hunt for Red October - Trailer";"kxL8uBmdulY";1990;7.6;2.35;"Action|Adventure|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"The Matrix Reloaded";"The Matrix Reloaded (2003) Official Trailer #1 - Keanu Reeves Movie HD";"kYzz0FSgpSU";2003;7.2;2.35;"Action|Sci-Fi";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Now You See Me";"Now You See Me Official Trailer #2 (2013) - Mark Ruffalo, Morgan Freeman Movie HD";"KzJNYYkkhzc";2013;7.3;2.35;"Crime|Mystery|Thriller";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
"Twilight";"Twilight Breaking Dawn OFFICIAL Trailer - Movie (2011) HD";"L0JPE202szI";2008;5.2;2.35;"Drama|Fantasy|Romance";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0
"Dumb & Dumber";"Dumb & Dumber (1994) Official Trailer - Jim Carrey, Jeff Daniels Comedy HD";"l13yPhimE3o";1994;7.3;1.85;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Taken 2";"Taken 2 Official US Trailer #1 - Liam Neeson Movie HD";"L6lJjh05Nac";2012;6.3;2.35;"Action|Crime|Thriller";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Con Air";"AIR (Starring Norman Reedus, Djimon Hounsou) - OFFICIAL TRAILER";"L8tKXWulnu0";1997;6.8;2.35;"Action|Crime|Thriller";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Contact";"TRON: LEGACY Official Trailer";"L9szn1QQfas";1997;7.4;2.35;"Drama|Mystery|Sci-Fi|Thriller";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0
"TRON: Legacy";"TRON: LEGACY Official Trailer";"L9szn1QQfas";2010;6.8;2.35;"Action|Adventure|Sci-Fi";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Network";"The Social Network Official Trailer -In theatres Oct 1 2010";"lB95KLmpLR4";1976;8.1;1.85;"Drama|Romance";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"The Social Network";"The Social Network Official Trailer -In theatres Oct 1 2010";"lB95KLmpLR4";2010;7.7;2.35;"Biography|Drama";0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Independence Day";"Independence Day: Resurgence | Official Trailer [HD] | 20th Century FOX";"LbduDRH2m2M";1996;6.9;2.35;"Action|Adventure|Sci-Fi";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"The Lord of the Rings: The Fellowship of the Ring";"The Lord of the Rings: The Two Towers (2002) Official Trailer #2 - Orlando Bloom Movie HD";"LbfMDwc4azU";2001;8.8;2.35;"Action|Adventure|Drama|Fantasy";1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
"The Lord of the Rings: The Two Towers";"The Lord of the Rings: The Two Towers (2002) Official Trailer #2 - Orlando Bloom Movie HD";"LbfMDwc4azU";2002;8.7;2.35;"Action|Adventure|Drama|Fantasy";1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
"Once Upon a Time in America";"Once Upon a Time in America (1984) Official Trailer #1 - Robert De Niro, James Woods Gangster Drama";"LcpCRyNo8T8";1984;8.4;1.85;"Crime|Drama";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"The Chronicles of Riddick";"The Chronicles of Riddick Official Trailer #1 - Vin Diesel Movie (2004) HD";"LCrDo3eCXkw";2004;6.7;2.35;"Action|Adventure|Sci-Fi|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"The Way Way Back";"The Way, Way Back Official UK Trailer (2013) - Steve Carell Movie HD";"ldFg0M9aX8I";2013;7.4;1.85;"Comedy|Drama";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Home Alone";"Home Alone Trailer 1990";"ldTJZ2Lk8R0";1990;7.5;1.85;"Comedy|Family";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"G.I. Joe: The Rise of Cobra";"G.I. Joe: Rise of Cobra (2009) Official Trailer - Channing Tatum Movie HD";"lDVvFUbnqEM";2009;5.8;2.35;"Action|Adventure|Sci-Fi|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"Rio";"Rio 2 Official Trailer #1 (2014) - Jamie Foxx Animated Sequel HD";"leJuOObuCxM";2011;7;2.35;"Adventure|Animation|Comedy|Family|Musical";0;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"Killer Elite";"Killer Elite - Movie Trailer #2 (2011) HD";"lft48yFsHGU";2011;6.5;2.35;"Action|Crime|Thriller";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Swordfish";"Swordfish (2001) Official Trailer - John Travolta, Halle Berry Movie HD";"lFwtY1bxlNc";2001;6.5;2.35;"Action|Crime|Thriller";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Minority Report";"Minority Report (2002) Official Trailer #1 - Tom Cruise Sci-Fi Action Movie";"lG7DGMgfOb8";2002;7.7;2.35;"Action|Mystery|Sci-Fi|Thriller";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
"Austin Powers: The Spy Who Shagged Me";"Austin Powers: The Spy Who Shagged Me (1999) Official Trailer - Mike Myers Comedy HD";"LGVjoLlgHbM";1999;6.6;2.35;"Action|Adventure|Comedy|Crime";1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"The Punisher";"Punisher: War Zone (2008) - Official Trailer #1";"liABMxEvPAc";2004;6.5;2.35;"Action|Crime|Drama|Thriller";1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"Shaun of the Dead";"Shaun of the Dead Official Trailer #1 - Simon Pegg Movie (2004) HD";"LIfcaZ4pC-4";2004;8;2.35;"Comedy|Horror";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"The Break-Up";"The Break-Up Official Trailer #1 - Jennifer Aniston, Vince Vaughn Movie (2006) HD";"ljnEUL-fdt0";2006;5.8;1.85;"Comedy|Drama|Romance";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"The Sting";"The Sting - Trailer";"LN2hBOIXhBs";1973;8.3;1.85;"Comedy|Crime|Drama";0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"The Revenant";"The Revenant | Official Trailer [HD] | 20th Century FOX";"LoebZZ8K5N0";2015;8.1;2.35;"Adventure|Drama|Thriller|Western";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1
"The Truman Show";"The Truman Show - Trailer";"loTIzXAS7v4";1998;8.1;1.85;"Comedy|Drama|Sci-Fi";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"Saw II";"Saw II (2005) Official Trailer #1 - Horror Movie";"Lq2AzZB6DUE";2005;6.6;1.85;"Horror|Mystery";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"Close Encounters of the Third Kind";"Close Encounters Of The Third Kind Trailer 1978";"LU1J78pLAZc";1977;7.7;2.35;"Drama|Sci-Fi";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
